team,season,season_type,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,first_down_pass,first_down_rush,rush_touchdown,pass_touchdown,interception_off,fumble_off,offense_snaps,rush_snaps_off,pass_snaps_off,total_off_points,total_def_points,rush_pct_off,pass_pct_off,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,total_tds,td_pct,total_yards,yptouch,interception_def,fumble_def,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defense_snaps,rush_snaps_def,pass_snaps_def,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,rush_pct_def,pass_pct_def
CAR,2013,REG,5405,460.0,292.0,168.0,3379.0,4238.0,3379.0,1613.0,483,2026.0,169.0,122.0,14.0,24.0,13.0,11.0,999,468,513,342.0,0.0,0.47,0.51,5.41,9.213,0.929,0.962,0.635,0.028,0.052,7.35,0.052,7.35,9.21,11.57,0.029,4.19,62.0,0.05,8784.0,7.11,20.0,18.0,632.0,164.0,35.0,60.0,100.0,4,977,340,624,38.94117647058823,10.764705882352942,2.0588235294117645,3.588235294117647,6.235294117647059,0.2352941176470588,0.35,0.64
CHI,2013,REG,6278,566.0,373.0,193.0,4450.0,5030.0,4450.0,1763.0,406,1828.0,215.0,102.0,13.0,32.0,13.0,21.0,1019,395,609,410.0,42.0,0.39,0.6,6.16,8.887,1.041,1.207,0.659,0.023,0.057,7.86,0.057,7.86,8.89,11.93,0.032,4.5,77.0,0.06,10728.0,7.98,19.0,25.0,711.0,126.0,27.0,31.0,46.0,6,1023,472,540,44.4375,7.875,1.6875,1.9375,2.875,0.375,0.46,0.53
CIN,2013,POST,447,49.0,29.0,20.0,334.0,458.0,334.0,132.0,25,113.0,20.0,6.0,0.0,1.0,2.0,3.0,79,25,52,10.0,0.0,0.32,0.66,5.66,9.347,1.388,1.69,0.592,0.041,0.02,6.82,0.02,6.82,9.35,11.52,0.0,4.52,2.0,0.02,781.0,7.58,0.0,0.0,47.0,7.0,0.0,1.0,3.0,0,57,40,17,41.64705882352941,12.0,3.0588235294117645,2.588235294117647,6.0,0.3529411764705882,0.7,0.3
CIN,2013,REG,6073,567.0,364.0,203.0,4318.0,5023.0,4318.0,2080.0,481,1755.0,205.0,101.0,15.0,33.0,20.0,19.0,1098,461,616,397.0,18.0,0.42,0.56,5.53,8.859,15.221,19.552,0.642,0.035,0.058,7.62,0.058,7.62,8.86,11.86,0.031,3.65,81.0,0.06,10391.0,7.36,20.0,16.0,661.0,197.0,52.0,43.0,99.0,6,1043,380,654,41.64705882352941,12.0,3.0588235294117645,2.588235294117647,6.0,0.3529411764705882,0.36,0.63
CLE,2013,REG,5755,661.0,379.0,282.0,4372.0,5651.0,4372.0,1975.0,349,1383.0,200.0,77.0,5.0,26.0,20.0,18.0,1080,343,729,287.0,18.0,0.32,0.68,5.33,8.549,1.327,1.206,0.573,0.03,0.039,6.61,0.039,6.61,8.55,11.54,0.014,3.96,57.0,0.04,10127.0,7.29,14.0,12.0,660.0,200.0,23.0,40.0,80.0,4,1110,441,645,41.25,12.5,1.4375,2.5,5.0,0.25,0.4,0.58
DAL,2013,REG,5730,574.0,375.0,199.0,4226.0,4673.0,4226.0,2007.0,337,1504.0,213.0,80.0,12.0,33.0,12.0,18.0,961,327,623,404.0,6.0,0.34,0.65,5.96,8.141,0.808,0.898,0.653,0.021,0.057,7.36,0.057,7.36,8.14,11.27,0.036,4.46,78.0,0.06,9956.0,7.74,15.0,16.0,717.0,161.0,67.0,34.0,64.0,5,1097,425,656,44.8125,10.0625,4.1875,2.125,4.0,0.3125,0.39,0.6
DEN,2013,POST,1177,125.0,91.0,34.0,910.0,933.0,910.0,441.0,76,267.0,45.0,20.0,1.0,5.0,3.0,5.0,206,74,130,59.0,6.0,0.36,0.63,5.71,7.464,3.1,3.049,0.728,0.024,0.04,7.28,0.04,7.28,7.46,10.0,0.013,3.51,11.0,0.04,2087.0,7.15,0.0,0.0,99.0,27.0,23.0,6.0,8.0,0,161,63,97,41.36842105263158,9.263157894736842,4.0,2.473684210526316,5.052631578947368,0.1052631578947368,0.39,0.6
DEN,2013,REG,7445,665.0,461.0,204.0,5572.0,5263.0,5572.0,2652.0,461,1873.0,293.0,107.0,17.0,55.0,10.0,20.0,1157,437,695,584.0,12.0,0.38,0.6,6.43,7.914,17.485,16.22,0.693,0.015,0.083,8.38,0.083,8.38,7.91,12.09,0.037,4.06,127.0,0.08,13017.0,8.2,17.0,31.0,687.0,149.0,53.0,41.0,88.0,2,1077,416,655,41.36842105263158,9.263157894736842,4.0,2.473684210526316,5.052631578947368,0.1052631578947368,0.39,0.61
DET,2013,REG,6442,615.0,371.0,244.0,4650.0,5241.0,4650.0,2270.0,445,1792.0,221.0,106.0,16.0,29.0,19.0,28.0,1107,433,659,377.0,24.0,0.39,0.6,5.82,8.522,0.812,0.851,0.603,0.031,0.047,7.56,0.047,7.56,8.52,12.53,0.036,4.03,74.0,0.05,11092.0,7.75,15.0,19.0,632.0,128.0,27.0,33.0,86.0,2,991,362,610,39.5,8.0,1.6875,2.0625,5.375,0.125,0.37,0.62
GB,2013,POST,301,26.0,17.0,9.0,177.0,264.0,177.0,61.0,31,124.0,8.0,10.0,1.0,1.0,0.0,2.0,61,31,30,20.0,0.0,0.51,0.49,4.93,10.154,0.448,0.366,0.654,0.0,0.038,6.81,0.038,6.81,10.15,10.41,0.032,4.0,3.0,0.04,478.0,6.46,1.0,1.0,42.0,9.0,4.0,3.0,2.0,0,63,30,33,40.88235294117647,11.823529411764708,5.470588235294118,2.764705882352941,3.764705882352941,0.1176470588235294,0.48,0.52
GB,2013,REG,6674,554.0,366.0,188.0,4538.0,4343.0,4538.0,2232.0,459,2136.0,201.0,119.0,18.0,25.0,16.0,18.0,1078,445,616,403.0,24.0,0.41,0.57,6.19,7.839,7.374,7.803,0.661,0.029,0.045,8.19,0.045,8.19,7.84,12.4,0.039,4.65,68.0,0.05,11212.0,8.13,11.0,18.0,653.0,192.0,89.0,44.0,62.0,2,1017,423,584,40.88235294117647,11.823529411764708,5.470588235294118,2.764705882352941,3.764705882352941,0.1176470588235294,0.42,0.57
HOU,2013,REG,5926,611.0,371.0,240.0,4183.0,5156.0,4183.0,1652.0,415,1743.0,198.0,90.0,8.0,19.0,22.0,23.0,1090,414,672,275.0,42.0,0.38,0.62,5.44,8.439,9.784,7.023,0.607,0.036,0.031,6.85,0.031,6.85,8.44,11.27,0.019,4.2,46.0,0.03,10109.0,7.24,7.0,12.0,653.0,143.0,69.0,32.0,100.0,1,972,438,518,40.8125,8.9375,4.3125,2.0,6.25,0.0625,0.45,0.53
IND,2013,POST,943,79.0,49.0,30.0,774.0,942.0,774.0,244.0,40,169.0,36.0,8.0,2.0,6.0,7.0,2.0,130,37,90,65.0,0.0,0.28,0.69,7.25,11.924,1.975,1.491,0.62,0.089,0.076,9.8,0.076,9.8,11.92,15.8,0.05,4.22,14.0,0.08,1717.0,10.22,0.0,3.0,83.0,36.0,0.0,4.0,9.0,0,153,77,75,42.388888888888886,11.22222222222222,1.7222222222222223,2.555555555555556,4.777777777777778,0.0555555555555555,0.5,0.49
IND,2013,REG,5695,572.0,350.0,222.0,3952.0,4739.0,3952.0,1986.0,409,1743.0,191.0,88.0,16.0,23.0,10.0,14.0,1029,392,620,383.0,12.0,0.38,0.6,5.53,8.285,9.935,10.792,0.612,0.017,0.04,6.91,0.04,6.91,8.28,11.29,0.039,4.26,62.0,0.05,9647.0,7.25,15.0,25.0,680.0,166.0,31.0,42.0,77.0,1,1027,441,576,42.388888888888886,11.22222222222222,1.7222222222222223,2.555555555555556,4.777777777777778,0.0555555555555555,0.43,0.56
JAX,2013,REG,5011,571.0,349.0,222.0,3751.0,3911.0,3751.0,2078.0,378,1260.0,176.0,71.0,7.0,16.0,21.0,21.0,1022,376,643,233.0,24.0,0.37,0.63,4.9,6.849,0.783,1.004,0.611,0.037,0.028,6.57,0.028,6.57,6.85,10.75,0.019,3.33,39.0,0.03,8762.0,6.75,11.0,24.0,749.0,110.0,12.0,31.0,76.0,2,1089,488,580,46.8125,6.875,0.75,1.9375,4.75,0.125,0.45,0.53
KC,2013,POST,528,46.0,30.0,16.0,378.0,278.0,378.0,249.0,32,150.0,16.0,11.0,1.0,4.0,0.0,1.0,80,32,48,44.0,0.0,0.4,0.6,6.6,6.043,0.071,0.101,0.652,0.0,0.087,8.22,0.087,8.22,6.04,12.6,0.031,4.69,9.0,0.08,906.0,8.39,3.0,2.0,35.0,7.0,0.0,1.0,4.0,0,65,16,46,48.11764705882353,5.470588235294118,1.9411764705882355,2.823529411764706,4.529411764705882,0.3529411764705882,0.25,0.71
KC,2013,REG,5617,538.0,333.0,205.0,3561.0,3555.0,3561.0,1904.0,442,2056.0,179.0,110.0,19.0,24.0,8.0,23.0,1029,423,583,377.0,6.0,0.41,0.57,5.46,6.608,0.907,1.182,0.619,0.015,0.045,6.62,0.045,6.62,6.61,10.69,0.043,4.65,67.0,0.05,9178.0,6.99,21.0,20.0,783.0,86.0,33.0,47.0,73.0,6,1068,421,638,48.11764705882353,5.470588235294118,1.9411764705882355,2.823529411764706,4.529411764705882,0.3529411764705882,0.39,0.6
LA,2013,REG,5112,495.0,301.0,194.0,3360.0,3976.0,3360.0,1645.0,428,1752.0,165.0,82.0,10.0,22.0,11.0,20.0,972,414,543,315.0,30.0,0.43,0.56,5.26,8.032,0.867,0.912,0.608,0.022,0.044,6.79,0.044,6.79,8.03,11.16,0.023,4.09,54.0,0.04,8472.0,6.92,14.0,27.0,759.0,107.0,32.0,53.0,93.0,5,1016,430,575,47.4375,6.6875,2.0,3.3125,5.8125,0.3125,0.42,0.57
LAC,2013,POST,606,43.0,30.0,13.0,345.0,342.0,345.0,130.0,58,261.0,19.0,7.0,2.0,3.0,0.0,0.0,106,57,48,44.0,0.0,0.54,0.45,5.72,7.953,0.086,0.084,0.698,0.0,0.07,8.02,0.07,8.02,7.95,11.5,0.034,4.5,8.0,0.06,951.0,7.26,3.0,4.0,98.0,19.0,2.0,3.0,7.0,0,149,58,88,41.388888888888886,10.444444444444445,7.5,2.111111111111111,3.7777777777777777,0.0555555555555555,0.39,0.59
LAC,2013,REG,6443,533.0,378.0,155.0,4478.0,4218.0,4505.0,2104.0,486,1965.0,230.0,104.0,9.0,32.0,11.0,14.0,1060,480,573,393.0,18.0,0.45,0.54,6.08,7.914,1.065,1.039,0.709,0.021,0.06,8.4,0.06,8.45,7.91,11.92,0.019,4.04,73.0,0.05,10948.0,7.84,11.0,15.0,647.0,169.0,133.0,35.0,61.0,1,959,372,582,41.388888888888886,10.444444444444445,7.5,2.111111111111111,3.7777777777777777,0.0555555555555555,0.39,0.61
LV,2013,REG,5629,499.0,298.0,201.0,3629.0,4185.0,3623.0,1723.0,437,2000.0,168.0,90.0,19.0,17.0,20.0,26.0,1000,429,562,319.0,18.0,0.43,0.56,5.63,8.387,0.79,0.814,0.597,0.04,0.034,7.27,0.034,7.26,8.39,12.16,0.043,4.58,53.0,0.04,9252.0,7.5,9.0,27.0,689.0,156.0,83.0,38.0,75.0,3,1031,431,585,43.0625,9.75,5.1875,2.375,4.6875,0.1875,0.42,0.57
MIA,2013,REG,5406,575.0,357.0,218.0,3966.0,5690.0,3966.0,1535.0,349,1440.0,205.0,61.0,8.0,24.0,19.0,18.0,1002,340,649,305.0,12.0,0.34,0.65,5.4,9.896,1.311,1.171,0.621,0.033,0.042,6.9,0.042,6.9,9.9,11.11,0.023,4.13,56.0,0.04,9372.0,7.32,18.0,12.0,738.0,151.0,57.0,42.0,91.0,2,1106,465,619,46.125,9.4375,3.5625,2.625,5.6875,0.125,0.42,0.56
MIN,2013,REG,5726,527.0,325.0,202.0,3645.0,4720.0,3645.0,1584.0,423,2081.0,173.0,106.0,26.0,18.0,19.0,23.0,1014,415,591,389.0,24.0,0.41,0.58,5.65,8.956,12.196,18.172,0.617,0.036,0.034,6.92,0.034,6.92,8.96,11.22,0.061,4.92,62.0,0.05,9371.0,7.35,12.0,17.0,701.0,195.0,48.0,41.0,85.0,1,1136,430,686,43.8125,12.1875,3.0,2.5625,5.3125,0.0625,0.38,0.6
NE,2013,POST,773,63.0,37.0,26.0,475.0,606.0,475.0,185.0,64,298.0,24.0,17.0,7.0,1.0,0.0,2.0,130,62,67,59.0,0.0,0.48,0.52,5.95,9.619,0.812,0.685,0.587,0.0,0.016,7.54,0.016,7.54,9.62,12.84,0.109,4.66,9.0,0.05,1248.0,7.61,4.0,0.0,83.0,21.0,0.0,3.0,10.0,0,136,48,87,39.833333333333336,13.555555555555555,1.3888888888888888,2.833333333333333,5.611111111111111,0.1666666666666666,0.35,0.64
NE,2013,REG,6408,617.0,380.0,237.0,4343.0,5304.0,4343.0,2014.0,471,2065.0,225.0,110.0,19.0,25.0,11.0,21.0,1141,454,666,429.0,18.0,0.4,0.58,5.62,8.596,7.11,6.707,0.616,0.018,0.041,7.04,0.041,7.04,8.6,11.43,0.04,4.38,69.0,0.05,10751.0,7.32,17.0,23.0,634.0,223.0,25.0,48.0,91.0,3,1119,475,636,39.833333333333336,13.555555555555555,1.3888888888888888,2.833333333333333,5.611111111111111,0.1666666666666666,0.42,0.57
NO,2013,POST,852,71.0,44.0,27.0,559.0,651.0,559.0,167.0,63,293.0,27.0,20.0,2.0,2.0,2.0,2.0,139,63,75,41.0,0.0,0.45,0.54,6.13,9.169,0.119,0.109,0.62,0.028,0.028,7.87,0.028,7.87,9.17,12.7,0.032,4.65,6.0,0.03,1411.0,7.93,0.0,0.0,71.0,21.0,7.0,5.0,4.0,0,113,57,56,37.888888888888886,9.833333333333334,1.2777777777777777,3.0,5.333333333333333,0.0,0.5,0.5
NO,2013,REG,6635,639.0,446.0,193.0,5162.0,5205.0,5162.0,2435.0,392,1473.0,244.0,87.0,10.0,39.0,12.0,13.0,1080,370,687,416.0,12.0,0.34,0.64,6.14,8.146,0.951,0.98,0.698,0.019,0.061,8.08,0.061,8.08,8.15,11.57,0.026,3.76,88.0,0.06,11797.0,7.99,12.0,14.0,611.0,156.0,16.0,49.0,92.0,0,944,382,554,37.888888888888886,9.833333333333334,1.2777777777777777,3.0,5.333333333333333,0.0,0.4,0.59
NYG,2013,REG,5207,538.0,325.0,213.0,3875.0,5372.0,3875.0,1490.0,382,1332.0,176.0,77.0,14.0,18.0,29.0,26.0,989,373,607,300.0,36.0,0.38,0.61,5.26,9.985,1.047,1.027,0.604,0.054,0.033,7.2,0.033,7.2,9.99,11.92,0.037,3.49,50.0,0.04,9082.0,7.29,17.0,25.0,635.0,230.0,178.0,34.0,86.0,2,1091,440,635,39.6875,14.375,11.125,2.125,5.375,0.125,0.4,0.58
NYJ,2013,REG,5428,458.0,266.0,192.0,3270.0,4326.0,3270.0,1345.0,493,2158.0,154.0,105.0,12.0,13.0,22.0,17.0,1020,485,526,282.0,36.0,0.48,0.52,5.32,9.445,0.984,0.966,0.581,0.048,0.028,7.14,0.028,7.14,9.45,12.29,0.024,4.38,38.0,0.03,8698.0,7.15,13.0,16.0,619.0,201.0,41.0,41.0,79.0,1,1048,410,625,38.6875,12.5625,2.5625,2.5625,4.9375,0.0625,0.39,0.6
PHI,2013,POST,275,33.0,23.0,10.0,195.0,241.0,195.0,43.0,22,80.0,10.0,6.0,1.0,2.0,0.0,0.0,57,22,35,24.0,0.0,0.39,0.61,4.82,7.303,0.046,0.055,0.697,0.0,0.061,5.91,0.061,5.91,7.3,8.48,0.045,3.64,5.0,0.06,470.0,6.03,2.0,0.0,59.0,3.0,0.0,2.0,3.0,0,68,36,32,48.94117647058823,7.882352941176471,2.764705882352941,2.294117647058824,4.235294117647059,0.1176470588235294,0.53,0.47
PHI,2013,REG,6954,499.0,310.0,189.0,4406.0,4996.0,4408.0,2040.0,503,2548.0,197.0,133.0,21.0,32.0,9.0,21.0,1062,481,559,440.0,12.0,0.45,0.53,6.55,10.012,0.946,0.828,0.621,0.018,0.064,8.83,0.064,8.83,10.01,14.22,0.042,5.07,85.0,0.06,11362.0,8.66,19.0,27.0,773.0,131.0,47.0,37.0,69.0,2,1157,433,710,48.94117647058823,7.882352941176471,2.764705882352941,2.294117647058824,4.235294117647059,0.1176470588235294,0.37,0.61
PIT,2013,REG,5689,572.0,377.0,195.0,4306.0,4958.0,4252.0,2005.0,395,1383.0,207.0,81.0,9.0,28.0,14.0,17.0,1025,385,624,355.0,12.0,0.38,0.61,5.55,8.668,1.002,1.021,0.659,0.024,0.049,7.53,0.049,7.43,8.67,11.28,0.023,3.5,65.0,0.05,9941.0,7.4,10.0,20.0,625.0,198.0,98.0,34.0,72.0,3,1038,421,604,39.0625,12.375,6.125,2.125,4.5,0.1875,0.41,0.58
SEA,2013,POST,948,69.0,43.0,26.0,524.0,543.0,524.0,192.0,93,424.0,23.0,17.0,5.0,3.0,0.0,4.0,169,90,76,81.0,0.0,0.53,0.45,5.61,7.87,0.793,1.131,0.623,0.0,0.043,7.59,0.043,7.59,7.87,12.19,0.054,4.56,11.0,0.05,1472.0,7.18,4.0,8.0,79.0,73.0,47.0,4.0,8.0,1,190,68,120,36.47368421052632,14.894736842105264,5.421052631578948,2.526315789473684,5.421052631578948,0.2631578947368421,0.36,0.63
SEA,2013,REG,5696,411.0,267.0,144.0,3508.0,3995.0,3508.0,1517.0,509,2188.0,160.0,116.0,15.0,27.0,9.0,25.0,974,491,463,396.0,6.0,0.5,0.48,5.85,9.72,5.832,6.738,0.65,0.022,0.066,8.54,0.066,8.54,9.72,13.14,0.029,4.3,69.0,0.06,9204.0,7.75,28.0,25.0,614.0,210.0,56.0,44.0,95.0,4,995,411,572,36.47368421052632,14.894736842105264,5.421052631578948,2.526315789473684,5.421052631578948,0.2631578947368421,0.41,0.57
SF,2013,POST,1030,81.0,45.0,36.0,576.0,916.0,576.0,152.0,92,454.0,31.0,21.0,3.0,3.0,3.0,4.0,182,91,90,63.0,0.0,0.5,0.49,5.66,11.309,0.939,1.038,0.556,0.037,0.037,7.11,0.037,7.11,11.31,12.8,0.033,4.93,9.0,0.04,1606.0,7.37,2.0,6.0,109.0,43.0,16.0,13.0,23.0,0,173,81,89,41.68421052631579,9.578947368421051,5.789473684210527,2.6842105263157894,5.368421052631579,0.2105263157894736,0.47,0.51
SF,2013,REG,5411,409.0,244.0,165.0,3210.0,3950.0,3210.0,1339.0,505,2201.0,148.0,115.0,18.0,21.0,8.0,21.0,961,489,456,375.0,6.0,0.51,0.47,5.63,9.658,4.051,5.244,0.597,0.02,0.051,7.85,0.051,7.85,9.66,13.16,0.036,4.36,60.0,0.05,8621.0,7.44,18.0,19.0,683.0,139.0,94.0,38.0,79.0,4,1022,389,622,41.68421052631579,9.578947368421051,5.789473684210527,2.6842105263157894,5.368421052631579,0.2105263157894736,0.38,0.61
TB,2013,REG,4793,502.0,291.0,211.0,3181.0,4714.0,3181.0,1136.0,420,1612.0,157.0,75.0,6.0,22.0,12.0,20.0,981,411,561,270.0,12.0,0.42,0.57,4.89,9.39,0.83,0.914,0.58,0.024,0.044,6.34,0.044,6.34,9.39,10.93,0.014,3.84,50.0,0.04,7974.0,6.57,21.0,16.0,642.0,178.0,93.0,35.0,80.0,3,1022,420,582,40.125,11.125,5.8125,2.1875,5.0,0.1875,0.41,0.57
TEN,2013,REG,5604,517.0,328.0,189.0,3710.0,4799.0,3710.0,1661.0,462,1894.0,172.0,103.0,16.0,22.0,16.0,24.0,1032,452,566,346.0,12.0,0.44,0.55,5.43,9.282,1.003,0.987,0.634,0.031,0.043,7.18,0.043,7.18,9.28,11.31,0.035,4.1,60.0,0.05,9314.0,7.13,13.0,26.0,721.0,119.0,21.0,36.0,74.0,5,1028,431,578,45.0625,7.4375,1.3125,2.25,4.625,0.3125,0.42,0.56
WAS,2013,REG,6221,592.0,355.0,237.0,4057.0,5192.0,4057.0,1843.0,454,2164.0,198.0,112.0,18.0,20.0,19.0,30.0,1112,451,655,330.0,12.0,0.41,0.59,5.59,8.77,20.935,21.143,0.6,0.032,0.034,6.85,0.034,6.85,8.77,11.43,0.04,4.77,58.0,0.04,10278.0,7.34,16.0,19.0,595.0,231.0,101.0,36.0,69.0,5,993,419,550,37.1875,14.4375,6.3125,2.25,4.3125,0.3125,0.42,0.55
ARI,2014,POST,109,26.0,16.0,10.0,82.0,249.0,106.0,43.0,15,27.0,5.0,2.0,1.0,1.0,2.0,4.0,47,15,32,14.0,0.0,0.32,0.68,2.32,9.577,0.051,0.044,0.615,0.077,0.038,3.15,0.038,4.08,9.58,6.62,0.067,1.8,3.0,0.05,215.0,3.77,1.0,2.0,44.0,15.0,0.0,1.0,3.0,0,74,41,33,44.35294117647059,7.0588235294117645,2.9411764705882355,2.117647058823529,5.0588235294117645,0.2352941176470588,0.55,0.45
ARI,2014,REG,5298,556.0,320.0,236.0,3990.0,6028.0,3990.0,1604.0,400,1308.0,191.0,67.0,6.0,21.0,12.0,15.0,998,385,598,281.0,6.0,0.39,0.6,5.31,10.842,1.24,0.947,0.576,0.022,0.038,7.18,0.038,7.18,10.84,12.47,0.015,3.27,48.0,0.04,9288.0,7.28,18.0,14.0,710.0,105.0,50.0,35.0,83.0,4,1010,384,613,44.35294117647059,7.0588235294117645,2.9411764705882355,2.117647058823529,5.0588235294117645,0.2352941176470588,0.38,0.61
ATL,2014,REG,6256,617.0,418.0,199.0,4758.0,4896.0,4758.0,2099.0,373,1498.0,233.0,75.0,11.0,28.0,15.0,17.0,1037,369,659,368.0,30.0,0.36,0.64,6.03,7.935,5.322,8.338,0.677,0.024,0.045,7.71,0.045,7.71,7.94,11.38,0.029,4.02,67.0,0.05,11014.0,7.82,16.0,17.0,637.0,186.0,41.0,22.0,62.0,2,1042,441,583,39.8125,11.625,2.5625,1.375,3.875,0.125,0.42,0.56
BAL,2014,POST,740,72.0,46.0,26.0,551.0,744.0,551.0,218.0,53,189.0,27.0,15.0,1.0,6.0,2.0,3.0,128,49,75,61.0,0.0,0.38,0.59,5.78,10.333,0.483,0.571,0.639,0.028,0.083,7.65,0.083,7.65,10.33,11.98,0.019,3.57,13.0,0.08,1291.0,7.55,3.0,4.0,86.0,21.0,4.0,7.0,14.0,0,139,28,107,40.44444444444444,12.055555555555555,1.5,3.111111111111111,7.0,0.0555555555555555,0.2,0.77
BAL,2014,REG,6005,542.0,344.0,198.0,3986.0,4623.0,3986.0,1751.0,451,2019.0,194.0,113.0,17.0,27.0,12.0,18.0,1024,433,568,395.0,0.0,0.42,0.55,5.86,8.53,3.0,4.302,0.635,0.022,0.05,7.35,0.05,7.35,8.53,11.59,0.038,4.48,71.0,0.05,9991.0,7.47,11.0,21.0,642.0,196.0,23.0,49.0,112.0,1,1036,383,645,40.44444444444444,12.055555555555555,1.5,3.111111111111111,7.0,0.0555555555555555,0.37,0.62
BUF,2014,REG,5338,566.0,363.0,203.0,3856.0,4173.0,3863.0,2084.0,403,1482.0,186.0,65.0,8.0,23.0,13.0,19.0,1022,392,616,325.0,12.0,0.38,0.6,5.22,7.373,1.051,1.146,0.641,0.023,0.041,6.81,0.041,6.83,7.37,10.64,0.02,3.68,54.0,0.04,9201.0,6.91,19.0,23.0,618.0,225.0,147.0,54.0,94.0,1,1028,404,612,38.625,14.0625,9.1875,3.375,5.875,0.0625,0.39,0.6
CAR,2014,POST,764,65.0,41.0,24.0,444.0,578.0,444.0,197.0,71,320.0,23.0,18.0,1.0,4.0,3.0,5.0,142,71,71,45.0,6.0,0.5,0.5,5.38,8.892,0.127,0.136,0.631,0.046,0.062,6.83,0.062,6.83,8.89,10.83,0.014,4.51,9.0,0.05,1208.0,6.82,2.0,6.0,52.0,23.0,0.0,6.0,7.0,0,99,40,56,37.94444444444444,10.5,0.8888888888888888,2.555555555555556,4.666666666666667,0.1666666666666666,0.4,0.57
CAR,2014,REG,5856,533.0,327.0,206.0,3828.0,5321.0,3820.0,1419.0,473,2028.0,199.0,117.0,13.0,23.0,12.0,20.0,1062,465,586,340.0,6.0,0.44,0.55,5.51,9.983,1.166,1.115,0.614,0.023,0.043,7.18,0.043,7.17,9.98,11.68,0.027,4.29,59.0,0.04,9676.0,7.26,14.0,32.0,631.0,166.0,16.0,40.0,77.0,3,999,384,597,37.94444444444444,10.5,0.8888888888888888,2.555555555555556,4.666666666666667,0.1666666666666666,0.38,0.6
CHI,2014,REG,5476,590.0,396.0,194.0,4035.0,4474.0,4035.0,2161.0,356,1441.0,194.0,91.0,10.0,30.0,19.0,26.0,1010,343,654,321.0,12.0,0.34,0.65,5.42,7.583,0.926,1.258,0.671,0.032,0.051,6.84,0.051,6.84,7.58,10.19,0.028,4.05,70.0,0.05,9511.0,7.09,14.0,18.0,647.0,164.0,31.0,39.0,78.0,1,1008,403,587,40.4375,10.25,1.9375,2.4375,4.875,0.0625,0.4,0.58
CIN,2014,POST,265,35.0,18.0,17.0,155.0,307.0,155.0,111.0,21,110.0,7.0,6.0,1.0,0.0,0.0,1.0,59,21,38,10.0,0.0,0.36,0.64,4.49,8.771,0.93,1.207,0.514,0.0,0.0,4.43,0.0,4.43,8.77,8.61,0.048,5.24,1.0,0.01,420.0,5.68,0.0,2.0,43.0,14.0,0.0,1.0,7.0,0,70,24,45,41.41176470588236,13.411764705882351,0.8823529411764706,1.2352941176470589,4.647058823529412,0.0588235294117647,0.34,0.64
CIN,2014,REG,5698,486.0,323.0,163.0,3551.0,3887.0,3551.0,1812.0,492,2147.0,164.0,122.0,20.0,20.0,17.0,21.0,1019,479,527,362.0,18.0,0.47,0.52,5.59,7.998,11.779,16.759,0.665,0.035,0.041,7.31,0.041,7.31,8.0,10.99,0.041,4.36,60.0,0.05,9249.0,7.11,20.0,13.0,661.0,214.0,15.0,20.0,72.0,1,1070,434,626,41.41176470588236,13.411764705882351,0.8823529411764706,1.2352941176470589,4.647058823529412,0.0588235294117647,0.41,0.59
CLE,2014,REG,5406,486.0,274.0,212.0,3678.0,5030.0,3678.0,1544.0,478,1728.0,179.0,88.0,17.0,12.0,16.0,16.0,1012,472,533,280.0,6.0,0.47,0.53,5.34,10.35,1.181,0.887,0.564,0.033,0.025,7.57,0.025,7.57,10.35,13.42,0.036,3.62,41.0,0.03,9084.0,7.34,21.0,23.0,645.0,228.0,30.0,31.0,70.0,3,1120,490,611,40.3125,14.25,1.875,1.9375,4.375,0.1875,0.44,0.55
DAL,2014,POST,702,50.0,34.0,16.0,484.0,373.0,484.0,298.0,49,218.0,20.0,13.0,2.0,4.0,0.0,6.0,109,47,60,45.0,0.0,0.43,0.55,6.44,7.46,0.065,0.078,0.68,0.0,0.08,9.68,0.08,9.68,7.46,14.24,0.041,4.45,10.0,0.08,1186.0,8.92,1.0,5.0,84.0,20.0,9.0,5.0,6.0,0,134,48,83,41.11111111111112,9.72222222222222,4.055555555555555,1.8333333333333333,4.611111111111111,0.1666666666666666,0.36,0.62
DAL,2014,REG,6362,465.0,328.0,137.0,4008.0,4275.0,4008.0,1787.0,508,2354.0,205.0,106.0,17.0,37.0,11.0,19.0,1014,494,505,457.0,12.0,0.49,0.5,6.27,9.194,0.739,0.728,0.705,0.024,0.08,8.62,0.08,8.62,9.19,12.22,0.033,4.63,91.0,0.07,10370.0,7.97,18.0,22.0,656.0,155.0,64.0,28.0,77.0,3,980,383,587,41.11111111111112,9.72222222222222,4.055555555555555,1.8333333333333333,4.611111111111111,0.1666666666666666,0.39,0.6
